index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Additional_Info,Price
8029,Air Asia,9/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,8h 20m,2 stops,No info,5192.0
8030,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,14h 35m,1 stop,nan,9663.0
8031,GoAir,24/04/2019,Banglore,Delhi,BLR → DEL,07:45,2h 55m,non-stop,No info,4632.0
8032,IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,5h 5m,1 stop,No info,5073.0
8033,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 55m,1 stop,No info,9526.0
8034,IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,19:35,2h 20m,non-stop,No info,3858.0
8035,Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,29h 5m,2 stops,No info,18752.0
8036,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,17h 25m,2 stops,No info,11507.0
8037,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,10:00,2h 45m,non-stop,No info,7801.0
8038,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,18:25,2h 55m,non-stop,No info,4823.0
8039,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,26h 50m,1 stop,In-flight meal not included,9663.0
8040,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,27h 5m,1 stop,No info,8085.0
8041,IndiGo,03/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,4h 55m,1 stop,No info,8662.0
8042,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:00,20h 50m,1 stop,In-flight meal not included,6017.0
8043,SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,09:45,2h 15m,non-stop,No check-in baggage included,3859.0
8044,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,14h 20m,1 stop,No info,7564.0
8045,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,05:55,2h 40m,non-stop,No check-in baggage included,3919.0
8046,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,No info,15129.0
8047,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,6h 15m,1 stop,No info,26890.0
8048,Jet Airways,15/04/2019,Delhi,Cochin,DEL → COK,11:00,3h 15m,non-stop,In-flight meal not included,5443.0
8049,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,10:05,2h 55m,non-stop,No info,6860.0
8050,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,6h 40m,1 stop,No info,13364.0
8051,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,In-flight meal not included,12239.0
8052,IndiGo,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,11:30,4h 35m,1 stop,No info,4966.0
8053,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,06:00,2h 45m,non-stop,No info,6144.0
8054,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,28h,1 stop,nan,12373.0
8055,Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,27h 20m,1 stop,No info,7952.0
8056,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,01:30,2h 45m,non-stop,No info,3419.0
8057,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,8h 45m,1 stop,No info,10197.0
8058,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,14h 55m,1 stop,No info,5883.0
8059,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,16h 25m,2 stops,No info,5054.0
8060,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,11h 5m,1 stop,In-flight meal not included,7757.0
8061,IndiGo,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,14:25,5h,1 stop,No info,11873.0
8062,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,11h 5m,1 stop,In-flight meal not included,10844.0
8063,IndiGo,15/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,5h 45m,1 stop,No info,7189.0
8064,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,14h 45m,1 stop,In-flight meal not included,10262.0
8065,Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,19:55,2h 30m,non-stop,No info,5989.0
8066,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2227.0
8067,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,4995.0
8068,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,28h 15m,1 stop,No info,14231.0
8069,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23h 20m,1 stop,In-flight meal not included,10844.0
8070,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,21h 25m,1 stop,In-flight meal not included,10844.0
8071,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,14:20,2h 35m,non-stop,No info,5618.0
8072,Air India,9/04/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12h 15m,1 stop,No info,6674.0
8073,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,25h 50m,1 stop,In-flight meal not included,10844.0
8074,Air India,3/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,23h,2 stops,No info,13381.0
8075,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,10h 55m,1 stop,No info,17024.0
8076,Air India,01/03/2019,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30,7h 15m,2 stops,Change airports,17461.0
8077,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12h 15m,1 stop,No info,13731.0
8078,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,15h 20m,1 stop,No info,13555.0
8079,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 35m,non-stop,No info,4804.0
8080,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,11h 55m,1 stop,No info,16289.0
8081,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,14h 55m,1 stop,No info,7503.0
8082,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,10h 50m,1 stop,No info,8601.0
8083,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,27h 35m,1 stop,In-flight meal not included,7064.0
8084,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,11h 50m,1 stop,No info,5192.0
8085,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,5h 30m,1 stop,No info,9158.0
8086,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:00,8h 35m,1 stop,nan,24318.0
8087,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,11h,1 stop,No info,7038.0
8088,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,22:20,2h 50m,non-stop,No info,7303.0
8089,IndiGo,15/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,4h 45m,1 stop,No info,8021.0
8090,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 30m,1 stop,No info,7408.0
8091,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 25m,non-stop,No info,2227.0
8092,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,7h 45m,1 stop,No info,16108.0
8093,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,18h 20m,1 stop,In-flight meal not included,10262.0
8094,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,10h,1 stop,No info,14714.0
8095,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,20h 10m,1 stop,In-flight meal not included,11507.0
8096,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,8h 10m,1 stop,No info,7640.0
8097,Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,11h 40m,1 stop,No info,8610.0
8098,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,10h 50m,1 stop,No info,12767.0
8099,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,9h 20m,1 stop,No info,6442.0
8100,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,In-flight meal not included,4030.0
8101,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,8h,1 stop,No info,7408.0
8102,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,9h 5m,1 stop,No info,10696.0
8103,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,1h 30m,non-stop,No info,2754.0
8104,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,5h 30m,1 stop,No info,23677.0
8105,Air India,1/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23h 5m,2 stops,No info,13227.0
8106,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,1h 25m,non-stop,No info,2754.0
8107,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,16h 5m,1 stop,No info,6758.0
8108,Air India,18/05/2019,Delhi,Cochin,DEL → COK,14:10,3h,non-stop,No info,6934.0
8109,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,13h 25m,2 stops,No info,18799.0
8110,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,1h 30m,non-stop,No info,11507.0
8111,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13h 20m,1 stop,No info,27992.0
8112,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,In-flight meal not included,4544.0
8113,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,14:25,2h 30m,non-stop,No info,5644.0
8114,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,24h 40m,1 stop,No info,13067.0
8115,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,9h,1 stop,No info,6513.0
8116,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,05:30,2h 50m,non-stop,No info,5054.0
8117,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,24h 45m,1 stop,In-flight meal not included,10844.0
8118,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,18:55,3h 5m,non-stop,No info,7229.0
8119,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,16h 55m,1 stop,In-flight meal not included,10262.0
8120,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,05:30,2h 50m,non-stop,No info,4778.0
8121,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,23:30,2h 50m,non-stop,No info,8033.0
8122,Air India,27/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,25h 35m,1 stop,No info,8425.0
8123,Jet Airways,3/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,22h,2 stops,In-flight meal not included,10919.0
8124,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,9h 55m,1 stop,No info,15411.0
8125,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,28h 20m,1 stop,No info,6535.0
8126,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,7h 15m,1 stop,No info,8355.0
8127,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22h 25m,1 stop,No info,12102.0
8128,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,16h 45m,1 stop,In-flight meal not included,9314.0
8129,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,6h 55m,1 stop,No info,7503.0
8130,SpiceJet,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,5h 10m,1 stop,No info,9748.0
8131,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 35m,non-stop,No info,4804.0
8132,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,9h 50m,1 stop,In-flight meal not included,11507.0
8133,Jet Airways,24/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,27h 10m,2 stops,No info,13882.0
8134,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,15:50,2h 55m,non-stop,nan,7229.0
8135,Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,1h 20m,non-stop,No info,2575.0
8136,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,21:15,3h,non-stop,No info,3943.0
8137,SpiceJet,24/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,4760.0
8138,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16h 5m,1 stop,In-flight meal not included,8824.0
8139,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,14h 25m,1 stop,No info,6151.0
8140,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,12h 45m,2 stops,No info,12324.0
8141,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,4h 40m,1 stop,In-flight meal not included,11087.0
8142,Air Asia,3/03/2019,Kolkata,Banglore,CCU → BLR,19:35,2h 30m,non-stop,No info,5964.0
8143,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,25h 40m,1 stop,No info,14151.0
8144,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,28h 50m,1 stop,No info,11467.0
8145,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,22:20,2h 20m,non-stop,No info,3873.0
8146,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 35m,1 stop,No info,13542.0
8147,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,01:30,2h 45m,non-stop,No info,6144.0
8148,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,5h,1 stop,In-flight meal not included,10262.0
8149,Air Asia,6/04/2019,Banglore,Delhi,BLR → DEL,11:10,2h 45m,non-stop,No info,3383.0
8150,Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,26h 55m,1 stop,No info,10413.0
8151,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,9h 35m,1 stop,In-flight meal not included,13994.0
8152,Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,17h 25m,2 stops,nan,13143.0
8153,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,10h 25m,1 stop,No info,13069.0
8154,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,17h 25m,2 stops,No info,15129.0
8155,GoAir,9/06/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,3898.0
8156,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,7h 55m,1 stop,No info,13941.0
8157,Air India,21/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,24h 50m,1 stop,No info,6383.0
8158,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,13h 55m,1 stop,In-flight meal not included,10406.0
8159,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 30m,1 stop,No info,5883.0
8160,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,10h 15m,1 stop,No info,6838.0
8161,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,8h 40m,1 stop,In-flight meal not included,10577.0
8162,Vistara,6/06/2019,Delhi,Cochin,DEL → COK,06:00,3h 10m,non-stop,No info,6216.0
8163,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,7h 30m,1 stop,No info,14781.0
8164,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,No info,7229.0
8165,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,22:10,2h 45m,non-stop,No info,4148.0
8166,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,7h 35m,1 stop,In-flight meal not included,7268.0
8167,Air India,1/06/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,6245.0
8168,Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,21h 40m,2 stops,No info,13376.0
8169,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,26h 10m,1 stop,In-flight meal not included,11507.0
8170,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,16h 10m,1 stop,No info,13310.0
8171,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,18:55,3h 5m,non-stop,In-flight meal not included,7754.0
8172,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,19:05,1h 30m,non-stop,No info,2754.0
8173,Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,10231.0
8174,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,26h 55m,2 stops,In-flight meal not included,10368.0
8175,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,23h,2 stops,No info,18799.0
8176,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,15:10,2h 35m,non-stop,No info,4462.0
8177,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22h 45m,1 stop,No info,13067.0
8178,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,24h 55m,1 stop,No info,12681.0
8179,Vistara,3/06/2019,Chennai,Kolkata,MAA → CCU,07:05,2h 15m,non-stop,No info,3687.0
8180,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,8h 5m,1 stop,No info,6628.0
8181,Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,21:40,10h,1 stop,No info,13832.0
8182,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,08:30,3h,non-stop,No info,6860.0
8183,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 15m,1 stop,In-flight meal not included,10262.0
8184,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,1h 30m,non-stop,No info,2754.0
8185,Air Asia,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,15h 20m,1 stop,nan,6785.0
8186,Jet Airways,21/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,8h 25m,2 stops,In-flight meal not included,15318.0
8187,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,10h 10m,1 stop,nan,14053.0
8188,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,1h 25m,non-stop,No info,8040.0
8189,Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,14h 25m,1 stop,No info,6151.0
8190,SpiceJet,3/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,4h 55m,1 stop,No info,5409.0
8191,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,24h,1 stop,No info,9345.0
8192,Air India,15/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,30h 20m,2 stops,No info,12646.0
8193,IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,1h 30m,non-stop,No info,4784.0
8194,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,6h 35m,1 stop,No info,12242.0
8195,Air Asia,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,12h,1 stop,No info,11323.0
8196,Air Asia,18/04/2019,Kolkata,Banglore,CCU → BLR,19:55,2h 30m,non-stop,No info,4409.0
8197,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,13h 30m,2 stops,In-flight meal not included,13029.0
8198,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,14:25,2h 30m,non-stop,No info,4804.0
8199,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,21h 35m,1 stop,In-flight meal not included,11507.0
8200,Air Asia,24/03/2019,Kolkata,Banglore,CCU → BLR,19:35,2h 30m,non-stop,No info,5964.0
8201,IndiGo,12/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,5h 45m,1 stop,No info,6386.0
8202,Air India,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h 15m,1 stop,No info,6377.0
8203,SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,08:20,2h 15m,non-stop,No check-in baggage included,3807.0
8204,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,9h 30m,1 stop,No info,13377.0
8205,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No check-in baggage included,3841.0
8206,Air India,6/06/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,24h,1 stop,No info,6528.0
8207,Air India,24/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,1h 20m,non-stop,No info,3100.0
8208,Vistara,24/06/2019,Chennai,Kolkata,MAA → CCU,07:45,2h 15m,non-stop,No info,8028.0
8209,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,21h 5m,1 stop,No info,14815.0
8210,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,04:00,2h 50m,non-stop,No info,3943.0
8211,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,7h 30m,1 stop,No info,14714.0
8212,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,5h 15m,1 stop,No info,4859.0
8213,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,8h 30m,1 stop,In-flight meal not included,10844.0
8214,IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,4h 55m,1 stop,No info,4410.0
8215,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,1h 30m,non-stop,No info,2754.0
8216,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,No info,7229.0
8217,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,23:30,2h 50m,non-stop,No info,5694.0
8218,Air India,9/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,14h 25m,2 stops,No info,12199.0
8219,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19h,1 stop,In-flight meal not included,7832.0
8220,SpiceJet,21/03/2019,Banglore,New Delhi,BLR → DEL,09:35,2h 55m,non-stop,No info,4945.0
8221,Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,40h 20m,2 stops,No info,11791.0
8222,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No check-in baggage included,3841.0
8223,GoAir,3/04/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,4239.0
8224,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,10h 40m,1 stop,No info,14815.0
8225,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,9h 20m,2 stops,No info,13014.0
8226,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 40m,1 stop,No info,11789.0
8227,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,9h,1 stop,In-flight meal not included,10031.0
8228,Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,31h 55m,2 stops,No info,13616.0
8229,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 35m,1 stop,No info,6838.0
8230,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,No info,7229.0
8231,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,06:05,2h 45m,non-stop,No info,4990.0
8232,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,10h 25m,2 stops,No info,18191.0
8233,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,13h 20m,1 stop,In-flight meal not included,10539.0
8234,Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,14h 25m,1 stop,nan,8327.0
8235,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,22:20,2h 20m,non-stop,No info,3873.0
8236,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,13h,1 stop,No info,13555.0
8237,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22h 15m,1 stop,In-flight meal not included,10844.0
8238,Vistara,1/04/2019,Banglore,Delhi,BLR → DEL,21:00,2h 50m,non-stop,No info,5403.0
8239,Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,20:45,2h 35m,non-stop,No info,4145.0
8240,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,23h 45m,1 stop,In-flight meal not included,10577.0
8241,Air India,9/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,23h 40m,2 stops,No info,9925.0
8242,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,1h 30m,non-stop,No info,2754.0
8243,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,13:00,2h 50m,non-stop,No info,6144.0
8244,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → BDQ → DEL → HYD,19:50,21h,2 stops,No info,24210.0
8245,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,1h 20m,non-stop,No info,2437.0
8246,SpiceJet,12/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,1h 30m,non-stop,No info,2753.0
8247,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14h,1 stop,No info,14151.0
8248,Vistara,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No info,11982.0
8249,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,9h 25m,2 stops,No info,9413.0
8250,GoAir,9/06/2019,Kolkata,Banglore,CCU → HYD → BLR,06:40,7h 55m,1 stop,No info,3673.0
8251,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,22:20,6h 5m,1 stop,No info,15764.0
8252,Vistara,6/04/2019,Banglore,Delhi,BLR → DEL,09:45,2h 50m,non-stop,No info,5613.0
