index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
10300,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,21.702
10301,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,30.557
10302,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,86.648
10303,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.425
10304,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,72.683
10305,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,27.992
10306,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,36.055
10307,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,59.617
10308,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,61.751000000000005
10309,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,44.853
10310,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.876000000000005
10311,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,75.785
10312,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,90.894
10313,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,68.694
10314,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.809
10315,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,85.25
10316,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.624
10317,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,65.689
10318,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,63.361
10319,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,61.118
10320,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,42.889
10321,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,60.014
10322,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.794
10323,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,18.049
10324,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,69.116
10325,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,15.118
10326,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.022
10327,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,48.692
10328,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,82.50299999999999
10329,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.38
10330,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.926
10331,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,81.565
10332,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,49.683
10333,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,52.293
10334,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.17399999999999
10335,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.275
10336,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.303
10337,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,82.095
10338,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,36.058
10339,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,93.334
10340,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.937
10341,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,31.702
10342,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.318000000000005
10343,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,28.518
10344,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.935
10345,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,46.593
10346,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10347,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,65.081
10348,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,92.662
10349,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,28.244
10350,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,43.566
10351,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,65.468
10352,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,68.604
10353,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,59.649
10354,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,51.851000000000006
10355,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,91.33
10356,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,67.382
10357,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,52.251000000000005
10358,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,81.64699999999999
10359,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,80.36399999999999
10360,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.326
10361,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,20.591
10362,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,43.492
10363,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,59.57
10364,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,80.29899999999999
10365,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,98.142
10366,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,35.295
10367,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,24.044
10368,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,67.85
10369,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,86.23100000000001
10370,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,20.597
10371,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.017
10372,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.544
10373,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,14.906
10374,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,66.828
10375,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,85.29899999999999
10376,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10377,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,58.13
10378,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,27.663
10379,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,14.786
10380,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,63.856
10381,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,30.042
10382,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,29.806
10383,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,92.905
10384,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,68.987
10385,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,50.832
10386,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,42.25
10387,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,75.365
10388,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,22.33
10389,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.605
10390,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10391,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,59.304
10392,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,60.568000000000005
10393,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,53.99
10394,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,29.457
10395,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,27.689
10396,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.766
10397,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,14.263
10398,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,79.113
10399,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,62.56100000000001
10400,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,85.9
10401,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.216
10402,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,16.365
10403,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,36.508
10404,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,89.991
10405,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.999
10406,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,71.529
10407,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.75
10408,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.235
10409,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,62.789
10410,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,13.164
10411,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,56.6
10412,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.85
10413,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,47.414
10414,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,61.787
10415,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.666
10416,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,94.278
10417,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,96.692
10418,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,52.78
10419,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.34100000000001
10420,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,16.777
10421,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,21.941
10422,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,93.925
10423,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.327
10424,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,80.304
10425,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,40.636
10426,Serbia,SRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,53.724
10427,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,50.45399999999999
10428,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,36.109
10429,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10430,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10431,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,56.013000000000005
10432,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,50.777
10433,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,16.597
10434,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.99
10435,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,57.898
10436,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,16.761
10437,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.533
10438,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,18.418
10439,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,32.427
10440,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,26.329
10441,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.91
10442,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,32.601
10443,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,66.59100000000001
10444,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,22.425
10445,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,84.133
10446,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.36
10447,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,52.682
10448,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,26.429
10449,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,23.044
10450,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.779
10451,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,24.979
10452,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.809
10453,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,23.069000000000003
10454,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,10.419
10455,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,64.202
10456,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,65.953
10457,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,46.362
10458,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,86.007
10459,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,46.841
10460,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,12.253
10461,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,67.283
10462,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,81.067
10463,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,79.047
10464,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,79.40899999999999
10465,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,92.569
10466,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,37.127
10467,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,22.235
10468,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,88.43799999999999
10469,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,25.511
10470,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,93.036
10471,West Bank and Gaza,WBG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,72.40899999999999
10472,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,27.315
10473,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,35.369
10474,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,34.585
10475,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,53.9179500799988
10476,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,41.6357887379877
10477,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,61.6744004995815
10478,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,44.4010928602304
10479,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,39.9088187975492
10480,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,73.20566919798341
10481,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,68.7823822333746
10482,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,57.74180649154778
10483,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,72.1424704883008
10484,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,36.5516201319211
10485,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,29.5396496778406
10486,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,77.8755015894189
10487,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,78.80487250356559
10488,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,77.6204614557772
10489,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,76.2951864961825
10490,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,74.0668846584805
10491,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,25.670332783347806
10492,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,40.3700166584229
10493,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,25.731327812963706
10494,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,33.9298878287435
10495,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,59.7081990897534
10496,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,56.4853137221364
10497,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,41.8463477072847
10498,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,79.62481017607121
10499,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,76.8263416885009
10500,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,43.0796531448938
10501,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,34.7679951729299
10502,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,42.05949315497461
10503,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,28.3587073455407
10504,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,32.0101657105615
10505,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,32.0025120613535
10506,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,50.716573994898994
10507,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,47.9761073262637
10508,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,22.237
10509,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,44.573
10510,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,62.284
10511,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,88.29700000000001
10512,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,91.207
10513,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,34.645
10514,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,30.465
10515,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,89.71
10516,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,64.25
10517,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,45.606
10518,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,87.695
10519,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,65.812
10520,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,51.988
10521,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,82.17200000000001
10522,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,88.376
10523,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,25.429
10524,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,33.294000000000004
10525,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,71.415
10526,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,97.292
10527,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,46.851000000000006
10528,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,39.297
10529,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,100.0
10530,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,28.688
10531,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,63.264
10532,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,39.244
10533,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,54.607
10534,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,82.20299999999999
10535,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,72.60600000000001
10536,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,69.87899999999999
10537,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,19.996
10538,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,8.908
10539,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,55.997
10540,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,18.937
10541,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,47.338
10542,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2003,79.967
