Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 25 Jun,2 stops,In-flight meal not included,10368.0,17.083333333333332h
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,1 stop,No info,8073.0,12.0h
IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 02 Mar,non-stop,nan,4778.0,2.75h
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 19 May,1 stop,No info,nan,8.666666666666666h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,1 stop,In-flight meal not included,10844.0,6.083333333333333h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,1 stop,In-flight meal not included,10844.0,13.333333333333334h
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,non-stop,No check-in baggage included,3841.0,2.4166666666666665h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,1 stop,In-flight meal not included,10844.0,9.833333333333334h
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,2 stops,In-flight meal not included,8728.0,13.666666666666666h
nan,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 02 May,1 stop,No info,11467.0,18.0h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,1 stop,No info,15078.0,6.5h
Multiple carriers,6/06/2019,nan,Cochin,DEL → BOM → COK,17:00,01:30 07 Jun,1 stop,No info,7198.0,8.5h
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 25 Jun,1 stop,No info,8372.0,nanh
nan,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 May,1 stop,In-flight meal not included,nan,9.5h
SpiceJet,27/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,1 stop,No check-in baggage included,4414.0,4.5h
IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,non-stop,No info,5224.0,2.5h
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,1 stop,In-flight meal not included,7832.0,10.416666666666666h
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,non-stop,No info,6860.0,2.75h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 07 Mar,nan,In-flight meal not included,15136.0,12.583333333333334h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,16:00,19:45 28 Mar,1 stop,In-flight meal not included,5963.0,27.75h
Air India,27/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 28 Mar,2 stops,No info,8665.0,21.75h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 23 May,2 stops,No info,15129.0,29.33333333333333h
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,non-stop,nan,3841.0,2.5h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 10 Jun,1 stop,No info,13377.0,15.5h
Jet Airways,9/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 10 Mar,2 stops,No info,16914.0,23.0h
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,1 stop,In-flight meal not included,10262.0,16.75h
IndiGo,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,1 stop,No info,5386.0,4.666666666666667h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 16 May,1 stop,No info,14388.0,7.5h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,2 stops,No info,15129.0,13.5h
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,1 stop,No info,6442.0,10.583333333333334h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 04 Jun,2 stops,In-flight meal not included,10368.0,17.083333333333332h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,15:00,18:50 22 Mar,1 stop,No info,12767.0,27.83333333333333h
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 07 Jun,1 stop,In-flight meal not included,10262.0,13.416666666666666h
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,1 stop,No info,7408.0,13.0h
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,1 stop,No info,13587.0,11.0h
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 16 May,1 stop,No info,8891.0,15.083333333333334h
IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 07 Jun,1 stop,No info,5883.0,14.916666666666666h
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 28 Jun,1 stop,In-flight meal not included,10262.0,23.58333333333333h
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:45 10 Jun,1 stop,In-flight meal not included,10844.0,23.58333333333333h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,1 stop,No info,14781.0,13.333333333333334h
IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,non-stop,No info,6297.0,2.4166666666666665h
Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 13 May,non-stop,No info,4409.0,2.5h
Air India,9/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,nan,19:15,2 stops,nan,nan,8.333333333333334h
SpiceJet,3/05/2019,Mumbai,nan,BOM → HYD,13:15,14:45,non-stop,No info,2017.0,1.5h
Air India,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,19:00,09:10 07 Mar,1 stop,No info,12308.0,14.166666666666666h
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,3384.0,2.333333333333333h
nan,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,16:10,1 stop,In-flight meal not included,9134.0,7.25h
IndiGo,18/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,1 stop,No info,7464.0,5.416666666666667h
Multiple carriers,27/04/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,1 stop,In-flight meal not included,6093.0,9.0h
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,18:50,1 stop,No info,15237.0,14.833333333333334h
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,non-stop,In-flight meal not included,4995.0,1.4166666666666667h
Air India,24/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,No info,6934.0,3.0h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 Apr,1 stop,No info,13784.0,12.916666666666666h
Air Asia,15/06/2019,Kolkata,Banglore,CCU → BLR,10:20,nan,non-stop,No info,4409.0,2.583333333333333h
Multiple carriers,27/05/2019,Delhi,Cochin,nan,13:00,19:15,1 stop,No info,15898.0,6.25h
Air India,21/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 May,2 stops,No info,11989.0,26.0h
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No info,2017.0,1.5h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,1 stop,No info,11098.0,14.083333333333334h
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 22 May,1 stop,No info,6794.0,8.0h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 02 May,1 stop,In-flight meal not included,10844.0,12.166666666666666h
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:35 10 Mar,2 stops,No info,34608.0,10.5h
Air India,15/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,No info,6094.0,3.0h
IndiGo,nan,Kolkata,nan,CCU → HYD → BLR,15:15,20:30,1 stop,nan,4565.0,5.25h
Air India,27/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 28 May,3 stops,No info,nan,38.0h
Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 Jun,nan,No info,nan,23.5h
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,06:45,10:35 16 Mar,2 stops,No info,12305.0,27.83333333333333h
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,6961.0,2.75h
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,1 stop,No info,9794.0,6.583333333333333h
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,1 stop,No info,13377.0,8.0h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,1 stop,In-flight meal not included,12898.0,16.75h
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,1 stop,No info,7155.0,7.833333333333333h
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 25 Jun,1 stop,No info,13377.0,10.5h
Vistara,3/05/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668.0,2.833333333333333h
IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,1 stop,No info,8110.0,4.833333333333333h
Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,In-flight meal not included,4544.0,3.0h
Air India,27/06/2019,Delhi,Cochin,nan,16:40,19:15 28 Jun,2 stops,No info,9653.0,26.58333333333333h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,1 stop,No info,nan,nanh
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No info,2017.0,1.5h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,1 stop,No info,14151.0,6.583333333333333h
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 Jun,1 stop,No info,13731.0,12.166666666666666h
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,1 stop,In-flight meal not included,15400.0,9.833333333333334h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,1 stop,nan,8066.0,25.33333333333333h
nan,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,18:50 04 Mar,2 stops,No info,21314.0,37.16666666666666h
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,1 stop,No info,14069.0,11.666666666666666h
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,non-stop,In-flight meal not included,2470.0,1.5h
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,non-stop,No info,4804.0,2.583333333333333h
Air India,15/03/2019,Banglore,nan,BLR → CCU → DEL,05:50,nan,nan,No info,9029.0,7.083333333333333h
nan,12/05/2019,nan,Banglore,CCU → BLR,04:40,07:15,non-stop,No info,4804.0,2.583333333333333h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 10 May,2 stops,No info,15129.0,19.916666666666668h
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,non-stop,No info,2754.0,1.4166666666666667h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,1 stop,No info,13364.0,11.083333333333334h
IndiGo,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,1 stop,No info,6933.0,4.666666666666667h
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 19 May,2 stops,No info,15129.0,13.5h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,1 stop,No info,11200.0,7.583333333333333h
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,non-stop,In-flight meal not included,3210.0,1.4166666666666667h
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,No info,8040.0,1.5h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,2 stops,In-flight meal not included,10919.0,13.833333333333334h
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,1 stop,No info,6442.0,8.583333333333334h
IndiGo,1/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,non-stop,No info,4729.0,3.25h
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,1 stop,No info,6442.0,10.416666666666666h
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 13 Jun,non-stop,No check-in baggage included,3841.0,2.333333333333333h
Air India,3/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,nan,19:15 04 Jun,2 stops,nan,10441.0,23.5h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,1 stop,No info,nan,11.0h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,1 stop,No info,11467.0,18.0h
IndiGo,nan,Chennai,Kolkata,MAA → CCU,13:20,15:35,non-stop,No info,7295.0,2.25h
SpiceJet,1/05/2019,Chennai,Kolkata,MAA → CCU,nan,12:00,non-stop,No info,3597.0,2.25h
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,1 stop,No info,7787.0,12.583333333333334h
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,1 stop,No info,14871.0,14.333333333333334h
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,15:40,18:25,non-stop,No info,3540.0,2.75h
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,1 stop,No info,6442.0,15.666666666666666h
Air Asia,24/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,non-stop,No info,3383.0,2.75h
Air Asia,18/04/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 19 Apr,non-stop,No info,4409.0,2.5h
IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,non-stop,No info,3850.0,2.333333333333333h
Multiple carriers,24/06/2019,nan,Cochin,DEL → HYD → COK,13:15,22:30,1 stop,No info,8018.0,9.25h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,15:05 02 Apr,1 stop,No info,11467.0,18.666666666666668h
Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668.0,2.833333333333333h
Jet Airways,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,17:35,19:00 25 Jun,2 stops,No info,13922.0,25.416666666666668h
Air India,6/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,non-stop,No info,3625.0,1.3333333333333333h
Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,non-stop,No info,5989.0,2.5h
nan,21/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,non-stop,No info,nan,2.833333333333333h
Jet Airways,18/06/2019,Delhi,Cochin,DEL → COK,09:50,13:05,non-stop,No info,9564.0,3.25h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 Jun,1 stop,nan,8529.0,25.75h
Air India,6/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,non-stop,No info,4145.0,2.583333333333333h
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,No info,4804.0,2.583333333333333h
IndiGo,1/06/2019,Delhi,Cochin,nan,14:20,22:30,1 stop,No info,nan,8.166666666666666h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 07 Mar,1 stop,No info,14815.0,nanh
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,1 stop,No info,15077.0,11.75h
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,2 stops,No info,13014.0,9.333333333333334h
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,2 stops,No info,11201.0,14.583333333333334h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 Jun,1 stop,No info,12692.0,21.58333333333333h
Multiple carriers,1/06/2019,Delhi,nan,DEL → HYD → COK,09:45,16:10,1 stop,No info,9646.0,6.416666666666667h
Jet Airways,24/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 25 May,1 stop,No info,16079.0,5.583333333333333h
Air India,15/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 16 May,2 stops,No info,6117.0,25.916666666666668h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 10 Jun,1 stop,No info,6795.0,10.25h
Air India,1/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,3100.0,1.3333333333333333h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,1 stop,No info,15851.0,10.333333333333334h
Vistara,6/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,non-stop,No info,3687.0,2.25h
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4990.0,3.0h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 May,1 stop,No info,15554.0,23.75h
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,1 stop,No info,9526.0,13.25h
IndiGo,18/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,non-stop,No info,6015.0,3.25h
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,2 stops,nan,10676.0,9.833333333333334h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 28 May,1 stop,In-flight meal not included,12898.0,18.33333333333333h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 May,2 stops,No info,15129.0,29.33333333333333h
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,1 stop,No info,13378.0,7.75h
SpiceJet,1/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,non-stop,No info,4174.0,2.4166666666666665h
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,1 stop,No info,9103.0,7.583333333333333h
IndiGo,nan,Chennai,Kolkata,MAA → CCU,07:55,10:15,non-stop,No info,3850.0,2.333333333333333h
Vistara,9/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,non-stop,No info,6216.0,3.1666666666666665h
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,1 stop,No info,8610.0,6.416666666666667h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 07 Jun,1 stop,In-flight meal not included,10539.0,16.75h
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,1 stop,No info,6674.0,10.416666666666666h
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,1 stop,No info,7618.0,13.0h
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,non-stop,No info,3943.0,2.9166666666666665h
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,non-stop,No info,11913.0,2.583333333333333h
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,nan,No info,6860.0,2.833333333333333h
nan,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,2 stops,No info,13292.0,13.5h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,15:30,1 stop,No info,17057.0,13.25h
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,2 stops,No info,13014.0,13.5h
Air India,3/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,19:15 04 Mar,2 stops,No info,11552.0,36.16666666666666h
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,non-stop,No info,6297.0,2.4166666666666665h
IndiGo,24/03/2019,Chennai,nan,MAA → CCU,nan,14:00,non-stop,nan,4332.0,2.4166666666666665h
nan,21/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,non-stop,No info,nan,nanh
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,1 stop,In-flight meal not included,10711.0,12.166666666666666h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,1 stop,No info,11467.0,8.416666666666666h
Air India,6/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,15:05 07 May,2 stops,No info,12434.0,22.25h
Air India,nan,Delhi,Cochin,DEL → COK,18:05,21:10,non-stop,No info,5201.0,3.083333333333333h
Vistara,18/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,4878.0,2.583333333333333h
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,2 stops,No info,13014.0,22.916666666666668h
SpiceJet,6/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,non-stop,No info,3597.0,2.25h
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,08:50,11:10 07 Mar,2 stops,No info,12599.0,26.33333333333333h
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 25 May,1 stop,In-flight meal not included,10844.0,27.666666666666668h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,1 stop,In-flight meal not included,12898.0,16.75h
IndiGo,21/06/2019,Banglore,Delhi,nan,13:00,nan,non-stop,No info,3943.0,2.833333333333333h
Multiple carriers,12/06/2019,Delhi,nan,DEL → BOM → COK,13:00,01:30 13 Jun,1 stop,No info,nan,12.5h
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,1 stop,No info,4963.0,5.25h
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,non-stop,No info,12649.0,2.833333333333333h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,1 stop,No info,17267.0,7.5h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,1 stop,In-flight meal not included,12373.0,11.916666666666666h
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,00:45 07 Mar,1 stop,In-flight meal not included,13502.0,13.083333333333334h
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,1 stop,No info,11622.0,7.333333333333333h
SpiceJet,3/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 Mar,non-stop,nan,5515.0,2.333333333333333h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,1 stop,In-flight meal not included,9314.0,18.0h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,1 stop,No info,11789.0,8.666666666666666h
IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,20:00,nan,non-stop,No info,4823.0,2.833333333333333h
Air India,3/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 04 Jun,2 stops,No info,nan,20.166666666666668h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,1 stop,No info,7408.0,8.0h
Air India,15/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 16 Jun,1 stop,No info,7480.0,27.33333333333333h
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Apr,non-stop,No check-in baggage included,3841.0,2.333333333333333h
SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No check-in baggage included,3543.0,2.333333333333333h
Air India,nan,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 25 Jun,3 stops,No info,10493.0,38.0h
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,1 stop,No info,9103.0,7.583333333333333h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,1 stop,nan,nan,5.75h
nan,9/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,non-stop,No info,4823.0,2.833333333333333h
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 25 Mar,non-stop,No info,4482.0,2.75h
Jet Airways,12/06/2019,Kolkata,Banglore,nan,06:30,10:05 13 Jun,1 stop,In-flight meal not included,8529.0,27.58333333333333h
Air India,3/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,No info,7931.0,3.0h
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 19 May,1 stop,In-flight meal not included,nan,14.416666666666666h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,2 stops,In-flight meal not included,10368.0,9.333333333333334h
Air India,18/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,2 stops,No info,10151.0,9.833333333333334h
SpiceJet,27/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No check-in baggage included,3543.0,2.333333333333333h
